Type,Date_Installation,Frequence,Wilaya,Ville
4G,2017-08-23,700,Constantine,Ville_3_Cons
3G,2019-11-28,1800,ElTarf,Ville_1_ElTa
4G,2020-10-06,2100,Naama,Ville_8_Naam
3G,2021-12-31,700,TiziOuzou,Ville_8_Tizi
3G,2017-06-01,700,Guelma ,Ville_6_Guel
4G,2021-01-13,700,SidiBelAbbes,Ville_3_Sidi
3G,2021-06-08,1800,Khenchela,Ville_1_Khen
4G,2019-01-31,1800,Naama,Ville_1_Naam
2G,2017-02-18,2600,Ain Defla,Ville_7_Ain 
2G,2018-03-30,700,Bejaia,Ville_8_Beja
2G,2014-12-03,2100,Ouargla,Ville_1_Ouar
4G,2020-05-03,700,Ghardaia,Ville_8_Ghar
2G,2017-01-28,800,Mila,Ville_7_Mila
4G,2016-07-17,1800,Oran,Ville_6_Oran
2G,2021-10-15,700,AinTemouchent,Ville_4_AinT
3G,2021-04-26,1800,Ghardaia,Ville_3_Ghar
3G,2018-04-04,700,Naama,Ville_5_Naam
3G,2019-03-22,2600,ElBayadh,Ville_2_ElBa
2G,2015-11-06,2100,Ain Defla,Ville_7_Ain 
4G,2019-01-21,1800,Bordj Bou Arreridj,Ville_7_Bord
2G,2018-09-15,1800,Khenchela,Ville_3_Khen
4G,2020-02-08,800,Boumerdes,Ville_6_Boum
2G,2020-02-17,1800,Batna,Ville_8_Batn
3G,2020-08-28,2100,Alger,Ville_7_Alge
2G,2018-12-11,2100,Saida,Ville_4_Said
4G,2015-12-24,2100,Medea,Ville_6_Mede
2G,2020-10-02,1800,Bouira,Ville_4_Boui
4G,2020-03-24,800,Annaba,Ville_7_Anna
3G,2020-11-18,1800,Tindouf,Ville_1_Tind
4G,2019-09-21,2600,Tindouf,Ville_3_Tind
4G,2021-03-16,800,Batna,Ville_5_Batn
4G,2019-08-25,1800,Guelma ,Ville_2_Guel
4G,2016-06-10,2100,Constantine,Ville_3_Cons
3G,2016-09-08,1800,Biskra,Ville_7_Bisk
4G,2017-08-18,800,Tipaza ,Ville_8_Tipa
3G,2017-01-09,800,Naama,Ville_5_Naam
4G,2018-05-02,2100,Mascara,Ville_4_Masc
2G,2021-06-12,700,Constantine,Ville_1_Cons
3G,2016-11-07,1800,Bejaia,Ville_1_Beja
2G,2022-03-08,1800,Bouira,Ville_7_Boui
3G,2020-04-03,800,Ghardaia,Ville_3_Ghar
4G,2019-11-25,1800,TiziOuzou,Ville_8_Tizi
4G,2020-09-30,800,Tlemcen,Ville_7_Tlem
3G,2020-06-29,1800,Relizane,Ville_6_Reli
4G,2018-06-22,800,Blida,Ville_5_Blid
4G,2020-05-08,700,Setif,Ville_1_Seti
4G,2015-08-08,2100,ElTarf,Ville_5_ElTa
3G,2017-04-21,2100,Biskra,Ville_4_Bisk
2G,2020-02-22,700,Bouira,Ville_1_Boui
4G,2017-10-23,800,Saida,Ville_1_Said
2G,2015-09-13,2100,Illizi,Ville_8_Illi
4G,2021-06-08,2600,Ghardaia,Ville_6_Ghar
4G,2019-05-07,800,Medea,Ville_5_Mede
3G,2016-10-09,2100,Setif,Ville_7_Seti
2G,2016-10-16,2100,SidiBelAbbes,Ville_8_Sidi
3G,2019-07-31,700,SidiBelAbbes,Ville_5_Sidi
3G,2019-01-07,1800,Skikda,Ville_8_Skik
3G,2017-07-11,2100,Saida,Ville_7_Said
4G,2017-02-14,700,Ghardaia,Ville_6_Ghar
3G,2021-03-08,700,ElTarf,Ville_8_ElTa
2G,2018-02-23,2600,ElTarf,Ville_1_ElTa
4G,2018-01-14,2600,Oran,Ville_3_Oran
3G,2021-02-10,2600,Biskra,Ville_2_Bisk
3G,2022-04-15,1800,Guelma ,Ville_8_Guel
2G,2017-09-03,2100,Jijel,Ville_1_Jije
3G,2016-01-16,1800,Bechar,Ville_6_Bech
2G,2022-02-22,700,Mila,Ville_2_Mila
4G,2014-10-31,700,TiziOuzou,Ville_8_Tizi
3G,2015-04-06,1800,Msila,Ville_3_Msil
4G,2018-05-02,1800,Naama,Ville_1_Naam
4G,2020-10-26,2100,Bouira,Ville_7_Boui
3G,2021-11-08,2600,Mascara,Ville_3_Masc
3G,2022-08-13,1800,Saida,Ville_2_Said
2G,2019-05-29,800,Saida,Ville_2_Said
3G,2019-12-09,800,Naama,Ville_1_Naam
2G,2015-09-13,800,Oran,Ville_4_Oran
2G,2016-03-22,800,ElOued,Ville_6_ElOu
4G,2020-11-09,700,Blida,Ville_7_Blid
2G,2014-10-17,700,ElTarf,Ville_8_ElTa
4G,2016-06-02,2100,Ain Defla,Ville_8_Ain 
4G,2014-12-06,800,Boumerdes,Ville_1_Boum
3G,2022-01-28,2600,Jijel,Ville_7_Jije
2G,2015-01-19,1800,Tamanrasset,Ville_4_Tama
3G,2017-08-06,700,SidiBelAbbes,Ville_8_Sidi
4G,2020-08-02,800,ElOued,Ville_6_ElOu
2G,2019-08-07,700,Relizane,Ville_6_Reli
4G,2016-10-14,800,SidiBelAbbes,Ville_6_Sidi
2G,2022-03-28,700,Djelfa,Ville_4_Djel
2G,2017-04-20,2600,Skikda,Ville_8_Skik
4G,2021-01-15,1800,TiziOuzou,Ville_1_Tizi
3G,2016-04-19,1800,Ain Defla,Ville_2_Ain 
4G,2019-10-04,800,SoukAhras ,Ville_1_Souk
4G,2021-07-26,800,Skikda,Ville_8_Skik
2G,2020-02-24,1800,Annaba,Ville_2_Anna
4G,2020-06-14,2100,Msila,Ville_1_Msil
4G,2016-07-14,800,SidiBelAbbes,Ville_1_Sidi
4G,2020-01-08,800,Guelma ,Ville_6_Guel
4G,2017-07-19,700,Tamanrasset,Ville_7_Tama
3G,2019-06-02,2600,Blida,Ville_3_Blid
4G,2017-09-11,2600,Alger,Ville_6_Alge
3G,2015-09-25,2100,SidiBelAbbes,Ville_7_Sidi
4G,2021-11-23,700,Mila,Ville_3_Mila
4G,2017-10-27,800,Jijel,Ville_1_Jije
4G,2016-02-02,800,Batna,Ville_6_Batn
4G,2015-09-25,2600,Bejaia,Ville_2_Beja
3G,2017-08-25,2600,TiziOuzou,Ville_7_Tizi
4G,2019-04-14,800,Bouira,Ville_7_Boui
2G,2017-10-11,800,Djelfa,Ville_5_Djel
3G,2019-07-04,700,Bejaia,Ville_7_Beja
4G,2022-03-12,700,Bordj Bou Arreridj,Ville_7_Bord
4G,2021-05-07,800,Mascara,Ville_7_Masc
4G,2020-02-12,2600,Ouargla,Ville_8_Ouar
4G,2022-04-17,2600,Alger,Ville_1_Alge
4G,2015-10-21,1800,ElOued,Ville_2_ElOu
3G,2015-05-11,2100,Bouira,Ville_5_Boui
4G,2018-09-29,1800,Msila,Ville_4_Msil
2G,2020-02-27,800,Mascara,Ville_5_Masc
4G,2020-09-22,2100,AinTemouchent,Ville_7_AinT
2G,2021-05-17,2600,Tiaret,Ville_2_Tiar
3G,2019-04-29,800,Relizane,Ville_6_Reli
3G,2022-01-19,700,Ain Defla,Ville_4_Ain 
3G,2016-04-17,2600,Laghouat,Ville_7_Lagh
2G,2015-06-14,700,Jijel,Ville_2_Jije
2G,2015-01-31,2100,Mascara,Ville_8_Masc
2G,2015-05-23,700,Laghouat,Ville_1_Lagh
3G,2020-04-02,800,Saida,Ville_5_Said
3G,2016-06-08,1800,Bouaghi,Ville_6_Boua
4G,2018-08-18,2600,Jijel,Ville_4_Jije
2G,2021-11-24,700,Alger,Ville_5_Alge
3G,2017-09-03,2100,Mila,Ville_2_Mila
3G,2018-11-30,1800,Ghardaia,Ville_3_Ghar
4G,2016-11-24,2100,Guelma ,Ville_4_Guel
4G,2019-07-18,2100,SoukAhras ,Ville_1_Souk
2G,2021-11-07,700,Laghouat,Ville_6_Lagh
4G,2017-11-20,800,Saida,Ville_1_Said
4G,2016-05-29,800,Msila,Ville_4_Msil
2G,2015-10-21,2600,Bordj Bou Arreridj,Ville_8_Bord
3G,2020-01-23,2600,Boumerdes,Ville_3_Boum
2G,2016-07-31,700,Bouira,Ville_5_Boui
2G,2022-04-02,2100,Setif,Ville_3_Seti
4G,2016-10-10,2600,SoukAhras ,Ville_6_Souk
4G,2016-07-24,2600,Khenchela,Ville_6_Khen
2G,2018-04-04,800,Bejaia,Ville_3_Beja
3G,2017-09-03,2600,Ain Defla,Ville_5_Ain 
4G,2016-08-05,800,Oran,Ville_4_Oran
4G,2019-02-17,2100,Bouaghi,Ville_2_Boua
3G,2020-03-12,1800,ElBayadh,Ville_1_ElBa
2G,2022-01-26,2600,Saida,Ville_7_Said
2G,2020-04-12,2100,AinTemouchent,Ville_1_AinT
4G,2015-12-21,700,Tebessa,Ville_6_Tebe
3G,2018-07-27,800,Constantine,Ville_7_Cons
3G,2018-02-18,1800,Djelfa,Ville_7_Djel
4G,2015-04-05,2600,Batna,Ville_4_Batn
2G,2017-01-25,800,Boumerdes,Ville_4_Boum
4G,2018-09-05,1800,Alger,Ville_8_Alge
3G,2021-05-28,700,Bechar,Ville_3_Bech
2G,2018-08-14,2600,Relizane,Ville_8_Reli
4G,2015-09-18,800,Bechar,Ville_4_Bech
3G,2021-02-24,2100,SidiBelAbbes,Ville_7_Sidi
2G,2015-01-21,2100,AinTemouchent,Ville_4_AinT
2G,2016-05-06,1800,ElOued,Ville_5_ElOu
4G,2015-07-30,700,Bejaia,Ville_3_Beja
4G,2022-08-18,800,Laghouat,Ville_3_Lagh
3G,2018-07-10,2600,Laghouat,Ville_3_Lagh
2G,2016-10-15,2100,Djelfa,Ville_4_Djel
4G,2016-11-04,1800,Khenchela,Ville_3_Khen
3G,2022-01-06,2100,Relizane,Ville_1_Reli
4G,2022-07-02,700,Naama,Ville_5_Naam
3G,2015-05-15,2100,Khenchela,Ville_3_Khen
4G,2016-08-14,800,Tiaret,Ville_2_Tiar
2G,2019-07-20,2100,Djelfa,Ville_7_Djel
2G,2019-06-29,2600,Medea,Ville_8_Mede
4G,2017-02-03,2100,Mostaganem,Ville_5_Most
3G,2022-02-18,700,Skikda,Ville_5_Skik
3G,2020-03-02,800,Msila,Ville_8_Msil
2G,2021-03-19,2600,Ain Defla,Ville_7_Ain 
3G,2022-05-29,2100,Laghouat,Ville_3_Lagh
2G,2021-05-23,1800,SoukAhras ,Ville_1_Souk
2G,2015-04-29,700,Naama,Ville_8_Naam
4G,2018-12-19,2100,Khenchela,Ville_3_Khen
3G,2017-08-28,2100,Mila,Ville_1_Mila
2G,2014-11-17,2600,Saida,Ville_6_Said
4G,2019-11-04,2600,Laghouat,Ville_8_Lagh
2G,2019-03-09,2100,Tamanrasset,Ville_3_Tama
4G,2016-01-27,700,Tindouf,Ville_4_Tind
3G,2020-04-01,2100,Boumerdes,Ville_2_Boum
4G,2019-04-28,1800,Tiaret,Ville_4_Tiar
3G,2018-07-27,2600,Tipaza ,Ville_6_Tipa
4G,2020-03-31,2600,Naama,Ville_3_Naam
3G,2020-08-07,800,Tebessa,Ville_4_Tebe
3G,2022-03-10,800,Khenchela,Ville_3_Khen
4G,2022-05-20,2100,ElOued,Ville_2_ElOu
4G,2018-04-27,800,Oran,Ville_7_Oran
2G,2018-05-17,700,Blida,Ville_4_Blid
2G,2017-10-31,700,SoukAhras ,Ville_3_Souk
4G,2015-10-24,2100,ElBayadh,Ville_7_ElBa
2G,2021-08-11,700,Ghardaia,Ville_3_Ghar
4G,2016-08-23,2600,AinTemouchent,Ville_1_AinT
2G,2016-02-09,800,Bejaia,Ville_7_Beja
3G,2021-12-19,2100,Mascara,Ville_3_Masc
4G,2014-12-13,1800,Batna,Ville_4_Batn
3G,2020-06-16,2600,Bechar,Ville_7_Bech
4G,2021-07-19,2100,Tlemcen,Ville_2_Tlem
4G,2016-01-02,2600,Bouaghi,Ville_6_Boua
4G,2017-11-27,1800,Tlemcen,Ville_6_Tlem
4G,2021-10-30,1800,Khenchela,Ville_5_Khen
4G,2018-05-19,2600,Tebessa,Ville_2_Tebe
4G,2022-09-12,1800,ElTarf,Ville_5_ElTa
4G,2017-03-03,800,Constantine,Ville_1_Cons
2G,2017-02-06,2600,Annaba,Ville_5_Anna
3G,2017-09-04,1800,Laghouat,Ville_3_Lagh
3G,2021-02-22,2100,Annaba,Ville_3_Anna
3G,2015-09-30,1800,Ghardaia,Ville_3_Ghar
4G,2018-10-29,2600,Tlemcen,Ville_3_Tlem
3G,2016-10-25,1800,Annaba,Ville_8_Anna
3G,2018-12-04,800,Mostaganem,Ville_1_Most
4G,2016-01-16,1800,Naama,Ville_5_Naam
2G,2021-01-28,800,TiziOuzou,Ville_4_Tizi
4G,2018-06-05,1800,Batna,Ville_8_Batn
4G,2021-09-29,2600,Bordj Bou Arreridj,Ville_5_Bord
4G,2020-03-25,800,Chlef,Ville_1_Chle
4G,2020-02-29,1800,ElBayadh,Ville_1_ElBa
3G,2022-05-05,2100,Bouira,Ville_3_Boui
3G,2018-09-11,700,Mostaganem,Ville_6_Most
3G,2014-11-02,2100,Ain Defla,Ville_6_Ain 
4G,2021-05-25,2600,Constantine,Ville_2_Cons
2G,2016-01-24,2100,Tiaret,Ville_3_Tiar
4G,2016-12-20,2100,Mascara,Ville_5_Masc
2G,2015-07-27,2100,Setif,Ville_4_Seti
2G,2020-05-25,1800,Tindouf,Ville_6_Tind
3G,2019-03-17,700,ElBayadh,Ville_1_ElBa
4G,2019-05-18,700,Batna,Ville_1_Batn
3G,2022-06-05,800,Tebessa,Ville_6_Tebe
2G,2021-02-11,2100,TiziOuzou,Ville_6_Tizi
2G,2020-01-26,2600,Msila,Ville_3_Msil
4G,2019-05-20,700,Tamanrasset,Ville_7_Tama
2G,2015-11-16,2100,Laghouat,Ville_3_Lagh
2G,2018-11-01,800,Illizi,Ville_4_Illi
4G,2021-04-02,1800,Mascara,Ville_2_Masc
2G,2014-11-10,2100,Guelma ,Ville_7_Guel
3G,2019-05-27,2100,AinTemouchent,Ville_1_AinT
2G,2022-07-29,700,ElOued,Ville_4_ElOu
2G,2017-04-10,2600,Khenchela,Ville_7_Khen
3G,2018-05-21,2100,Tiaret,Ville_7_Tiar
2G,2019-01-29,800,Khenchela,Ville_5_Khen
2G,2019-01-06,2100,Oran,Ville_8_Oran
2G,2019-01-01,2600,Ghardaia,Ville_1_Ghar
3G,2016-10-25,800,Tlemcen,Ville_2_Tlem
2G,2014-09-22,800,Setif,Ville_2_Seti
3G,2015-02-15,2600,AinTemouchent,Ville_2_AinT
4G,2015-01-03,700,Chlef,Ville_4_Chle
2G,2017-04-09,700,Jijel,Ville_1_Jije
2G,2016-11-21,2100,Mascara,Ville_6_Masc
2G,2022-08-25,2600,SidiBelAbbes,Ville_4_Sidi
4G,2016-04-21,2600,Msila,Ville_4_Msil
3G,2020-05-13,1800,ElOued,Ville_4_ElOu
2G,2016-09-11,2600,Bechar,Ville_3_Bech
2G,2018-04-15,2600,Tamanrasset,Ville_6_Tama
3G,2020-08-28,1800,Bouira,Ville_3_Boui
2G,2021-06-14,2600,Guelma ,Ville_6_Guel
4G,2016-04-12,2600,Bouira,Ville_7_Boui
3G,2017-09-17,800,Bouira,Ville_8_Boui
3G,2018-11-01,700,Batna,Ville_8_Batn
3G,2017-06-16,700,Khenchela,Ville_8_Khen
4G,2017-10-26,2600,Relizane,Ville_8_Reli
2G,2021-11-21,2600,Tamanrasset,Ville_5_Tama
2G,2016-12-13,1800,Setif,Ville_3_Seti
2G,2021-03-14,2100,Oran,Ville_1_Oran
3G,2020-01-14,2100,ElOued,Ville_3_ElOu
4G,2021-01-20,2100,Bechar,Ville_4_Bech
3G,2019-03-04,2100,Msila,Ville_3_Msil
2G,2021-09-11,1800,Alger,Ville_4_Alge
3G,2017-06-03,2100,SoukAhras ,Ville_7_Souk
3G,2020-02-13,700,Bouira,Ville_2_Boui
3G,2019-07-30,700,Bouaghi,Ville_6_Boua
3G,2015-02-25,800,SoukAhras ,Ville_3_Souk
2G,2021-03-03,2100,Relizane,Ville_7_Reli
4G,2020-07-03,700,Setif,Ville_3_Seti
2G,2016-12-04,2100,Msila,Ville_4_Msil
3G,2021-12-04,700,ElBayadh,Ville_6_ElBa
4G,2022-08-03,2600,Tebessa,Ville_7_Tebe
4G,2017-08-20,800,Biskra,Ville_2_Bisk
4G,2018-06-27,800,Djelfa,Ville_4_Djel
3G,2015-05-13,2100,Illizi,Ville_1_Illi
3G,2020-02-07,2600,Tiaret,Ville_1_Tiar
4G,2016-10-04,1800,Guelma ,Ville_1_Guel
3G,2021-11-17,2600,Bouira,Ville_8_Boui
4G,2021-03-17,2600,Bejaia,Ville_4_Beja
4G,2018-07-01,800,Blida,Ville_3_Blid
4G,2015-07-31,2600,Mila,Ville_5_Mila
4G,2020-07-25,700,Bejaia,Ville_8_Beja
2G,2020-01-04,700,Djelfa,Ville_6_Djel
4G,2019-12-02,700,Djelfa,Ville_1_Djel
3G,2022-03-01,2600,Bouira,Ville_8_Boui
4G,2018-09-30,700,Blida,Ville_4_Blid
2G,2021-03-26,1800,Msila,Ville_6_Msil
2G,2020-09-16,2600,Tamanrasset,Ville_7_Tama
4G,2016-12-03,700,Ouargla,Ville_2_Ouar
4G,2017-04-12,2600,Relizane,Ville_5_Reli
3G,2018-11-23,700,Boumerdes,Ville_8_Boum
2G,2015-07-13,700,Bouira,Ville_2_Boui
4G,2018-04-10,1800,Khenchela,Ville_7_Khen
3G,2021-12-01,2100,Bordj Bou Arreridj,Ville_3_Bord
4G,2021-10-03,700,Tiaret,Ville_3_Tiar
2G,2017-06-08,2100,Batna,Ville_7_Batn
2G,2019-03-29,2100,Saida,Ville_8_Said
4G,2016-08-20,1800,Tebessa,Ville_3_Tebe
3G,2015-02-23,2600,Bouaghi,Ville_8_Boua
4G,2017-10-14,800,ElOued,Ville_3_ElOu
2G,2021-01-20,700,Illizi,Ville_5_Illi
3G,2021-11-15,800,ElTarf,Ville_4_ElTa
2G,2018-04-08,2600,Tamanrasset,Ville_1_Tama
3G,2018-10-20,2600,Batna,Ville_6_Batn
3G,2019-04-26,1800,Mascara,Ville_1_Masc
3G,2020-04-21,2600,Setif,Ville_3_Seti
4G,2017-05-15,800,Biskra,Ville_2_Bisk
4G,2015-05-27,2600,Jijel,Ville_6_Jije
2G,2015-01-11,700,ElTarf,Ville_2_ElTa
2G,2022-06-07,2600,SidiBelAbbes,Ville_6_Sidi
4G,2015-01-23,2100,Mila,Ville_5_Mila
3G,2016-07-07,800,Tindouf,Ville_6_Tind
4G,2019-04-01,2100,SidiBelAbbes,Ville_3_Sidi
3G,2019-11-02,800,Tipaza ,Ville_7_Tipa
4G,2015-04-10,2100,AinTemouchent,Ville_7_AinT
3G,2018-06-18,2100,SidiBelAbbes,Ville_6_Sidi
4G,2022-01-12,700,ElOued,Ville_8_ElOu
4G,2021-08-02,700,Tissemsilt,Ville_7_Tiss
3G,2021-09-10,2100,Saida,Ville_8_Said
4G,2020-08-14,1800,Khenchela,Ville_4_Khen
4G,2018-09-16,2600,Skikda,Ville_7_Skik
2G,2020-07-19,1800,Tebessa,Ville_2_Tebe
3G,2020-07-22,1800,Naama,Ville_3_Naam
2G,2021-08-29,700,Boumerdes,Ville_7_Boum
3G,2019-02-26,700,Alger,Ville_1_Alge
2G,2020-06-24,800,Mila,Ville_4_Mila
3G,2020-08-16,2100,Tamanrasset,Ville_6_Tama
2G,2015-10-16,2100,Saida,Ville_5_Said
4G,2018-10-01,800,SidiBelAbbes,Ville_2_Sidi
2G,2018-02-07,800,Alger,Ville_5_Alge
3G,2022-08-20,800,Djelfa,Ville_5_Djel
4G,2017-05-04,700,Annaba,Ville_5_Anna
4G,2020-02-05,1800,Constantine,Ville_2_Cons
3G,2017-12-14,1800,Tipaza ,Ville_2_Tipa
4G,2022-02-09,700,Bechar,Ville_4_Bech
3G,2015-01-24,800,Bouira,Ville_8_Boui
4G,2016-11-17,2100,Illizi,Ville_3_Illi
2G,2022-03-25,700,Tindouf,Ville_5_Tind
3G,2018-06-28,1800,Chlef,Ville_6_Chle
4G,2019-10-24,800,Illizi,Ville_8_Illi
2G,2016-06-27,700,Alger,Ville_4_Alge
4G,2021-04-23,2600,Bordj Bou Arreridj,Ville_6_Bord
2G,2018-11-21,2100,SoukAhras ,Ville_4_Souk
3G,2021-12-03,2600,Tlemcen,Ville_4_Tlem
4G,2022-07-20,2100,Jijel,Ville_8_Jije
4G,2020-01-10,2100,Mila,Ville_1_Mila
2G,2017-06-29,700,Annaba,Ville_6_Anna
4G,2015-04-23,2600,Boumerdes,Ville_5_Boum
3G,2020-04-03,700,Laghouat,Ville_3_Lagh
4G,2017-02-21,2100,Bechar,Ville_8_Bech
2G,2021-08-19,2100,Setif,Ville_3_Seti
3G,2018-06-06,1800,Oran,Ville_3_Oran
2G,2019-01-28,2600,Tissemsilt,Ville_3_Tiss
3G,2017-06-27,2600,Laghouat,Ville_6_Lagh
2G,2016-07-07,1800,Tindouf,Ville_3_Tind
3G,2019-04-27,2600,Bordj Bou Arreridj,Ville_8_Bord
4G,2019-12-29,2100,Relizane,Ville_4_Reli
2G,2015-08-20,1800,Mostaganem,Ville_1_Most
2G,2015-09-27,700,Bechar,Ville_4_Bech
3G,2016-05-15,2600,Naama,Ville_2_Naam
2G,2020-09-02,800,Tindouf,Ville_4_Tind
2G,2018-06-22,800,Tissemsilt,Ville_4_Tiss
4G,2016-09-13,800,Chlef,Ville_7_Chle
3G,2015-08-19,2100,Msila,Ville_6_Msil
4G,2019-11-20,2100,Ouargla,Ville_8_Ouar
2G,2019-05-28,2600,Tissemsilt,Ville_4_Tiss
3G,2016-08-08,1800,Mila,Ville_4_Mila
4G,2021-11-04,2600,Msila,Ville_5_Msil
2G,2020-03-07,2100,Setif,Ville_3_Seti
4G,2017-04-20,1800,Bordj Bou Arreridj,Ville_3_Bord
3G,2017-05-03,800,Boumerdes,Ville_2_Boum
3G,2016-06-17,800,Blida,Ville_2_Blid
3G,2014-10-17,800,ElTarf,Ville_8_ElTa
3G,2022-01-07,800,TiziOuzou,Ville_6_Tizi
2G,2016-12-16,2600,Chlef,Ville_3_Chle
3G,2021-07-25,2100,Annaba,Ville_7_Anna
3G,2017-06-29,700,TiziOuzou,Ville_6_Tizi
2G,2017-11-08,1800,Laghouat,Ville_8_Lagh
4G,2018-12-16,2100,Khenchela,Ville_4_Khen
3G,2021-09-20,2600,Biskra,Ville_8_Bisk
3G,2020-08-15,800,Tindouf,Ville_1_Tind
4G,2018-10-08,700,Mostaganem,Ville_6_Most
2G,2015-01-14,700,Skikda,Ville_7_Skik
3G,2015-04-29,1800,SoukAhras ,Ville_6_Souk
2G,2021-03-02,700,Mostaganem,Ville_1_Most
3G,2020-05-10,800,Illizi,Ville_7_Illi
2G,2019-07-19,700,Mascara,Ville_4_Masc
3G,2016-12-02,2100,TiziOuzou,Ville_2_Tizi
3G,2017-11-27,800,Tiaret,Ville_4_Tiar
2G,2020-04-22,700,SidiBelAbbes,Ville_3_Sidi
4G,2020-04-15,2100,Skikda,Ville_7_Skik
4G,2019-02-28,700,Mascara,Ville_5_Masc
2G,2019-11-24,800,Setif,Ville_3_Seti
3G,2019-09-21,2600,Djelfa,Ville_1_Djel
3G,2022-01-20,700,Khenchela,Ville_5_Khen
3G,2018-01-11,700,ElOued,Ville_7_ElOu
2G,2014-10-13,800,AinTemouchent,Ville_6_AinT
2G,2021-02-18,1800,Khenchela,Ville_4_Khen
3G,2014-09-22,1800,Blida,Ville_6_Blid
4G,2016-10-29,2600,Tebessa,Ville_4_Tebe
4G,2022-05-29,1800,Bechar,Ville_7_Bech
2G,2016-05-16,800,Tebessa,Ville_1_Tebe
4G,2022-06-16,1800,Chlef,Ville_5_Chle
2G,2020-03-10,1800,ElTarf,Ville_5_ElTa
2G,2018-07-11,1800,Oran,Ville_8_Oran
4G,2018-01-10,2100,Saida,Ville_1_Said
3G,2021-06-01,1800,SoukAhras ,Ville_1_Souk
3G,2018-09-21,800,Tissemsilt,Ville_7_Tiss
4G,2017-09-11,800,Chlef,Ville_4_Chle
2G,2021-01-07,800,Jijel,Ville_4_Jije
3G,2019-07-03,2600,Chlef,Ville_1_Chle
2G,2015-01-30,800,Tipaza ,Ville_7_Tipa
3G,2018-11-18,800,Annaba,Ville_5_Anna
3G,2018-03-05,700,Tlemcen,Ville_3_Tlem
2G,2016-06-03,800,ElBayadh,Ville_4_ElBa
2G,2020-06-01,2100,Tamanrasset,Ville_1_Tama
4G,2019-10-02,700,Bordj Bou Arreridj,Ville_2_Bord
3G,2016-01-04,700,Blida,Ville_5_Blid
2G,2017-07-19,700,Bouaghi,Ville_6_Boua
4G,2021-04-09,2600,AinTemouchent,Ville_5_AinT
2G,2015-04-28,1800,Tindouf,Ville_1_Tind
3G,2020-04-27,2600,Tebessa,Ville_8_Tebe
3G,2021-10-15,800,Biskra,Ville_5_Bisk
3G,2016-07-11,2600,Tissemsilt,Ville_5_Tiss
4G,2021-07-27,800,Ouargla,Ville_5_Ouar
3G,2021-02-28,800,Tiaret,Ville_8_Tiar
2G,2021-06-27,2100,ElTarf,Ville_7_ElTa
2G,2020-06-05,2600,Medea,Ville_7_Mede
2G,2014-11-23,1800,Annaba,Ville_8_Anna
2G,2015-08-14,800,Guelma ,Ville_2_Guel
4G,2017-08-29,800,Laghouat,Ville_2_Lagh
3G,2017-12-04,2100,Mostaganem,Ville_3_Most
4G,2020-10-17,2100,Jijel,Ville_8_Jije
2G,2022-01-11,800,Khenchela,Ville_1_Khen
2G,2018-06-08,2600,Bechar,Ville_4_Bech
3G,2022-07-02,2100,Skikda,Ville_7_Skik
3G,2022-02-12,1800,Guelma ,Ville_3_Guel
3G,2018-11-19,700,Jijel,Ville_2_Jije
4G,2016-03-02,2600,Medea,Ville_6_Mede
4G,2017-02-11,700,Tebessa,Ville_3_Tebe
4G,2015-05-08,700,Illizi,Ville_2_Illi
4G,2022-02-21,700,Tamanrasset,Ville_1_Tama
2G,2017-02-07,1800,Boumerdes,Ville_4_Boum
4G,2019-02-19,2600,Guelma ,Ville_1_Guel
4G,2017-09-08,2600,AinTemouchent,Ville_5_AinT
4G,2015-01-02,2600,TiziOuzou,Ville_7_Tizi
4G,2019-08-01,1800,Bouira,Ville_1_Boui
3G,2020-09-29,1800,AinTemouchent,Ville_5_AinT
4G,2019-06-24,2100,Msila,Ville_1_Msil
4G,2017-10-18,700,Bordj Bou Arreridj,Ville_2_Bord
4G,2019-10-25,700,Illizi,Ville_2_Illi
4G,2015-09-17,1800,Tebessa,Ville_8_Tebe
3G,2021-03-24,700,Chlef,Ville_4_Chle
4G,2016-10-01,700,Khenchela,Ville_4_Khen
3G,2019-09-22,800,Illizi,Ville_2_Illi
3G,2018-12-09,700,Illizi,Ville_2_Illi
3G,2015-02-07,2100,Bouaghi,Ville_5_Boua
4G,2022-04-01,2100,Oran,Ville_2_Oran
4G,2015-07-10,1800,Bejaia,Ville_8_Beja
3G,2016-06-30,2600,Tissemsilt,Ville_2_Tiss
2G,2022-04-02,800,Relizane,Ville_3_Reli
2G,2021-06-06,800,Mascara,Ville_7_Masc
2G,2022-02-12,700,Saida,Ville_1_Said
2G,2019-01-21,800,Skikda,Ville_2_Skik
2G,2015-09-16,800,Relizane,Ville_3_Reli
3G,2015-12-28,700,Saida,Ville_8_Said
4G,2018-08-20,700,SidiBelAbbes,Ville_8_Sidi
2G,2015-11-04,2600,Setif,Ville_8_Seti
3G,2018-07-07,1800,Tipaza ,Ville_4_Tipa
2G,2019-08-18,700,Guelma ,Ville_4_Guel
2G,2021-11-26,2600,Mascara,Ville_8_Masc
3G,2018-03-31,700,Tissemsilt,Ville_2_Tiss
2G,2017-07-31,2600,Mila,Ville_6_Mila
4G,2016-09-18,2600,Bordj Bou Arreridj,Ville_4_Bord
3G,2017-06-07,800,Tiaret,Ville_6_Tiar
2G,2021-06-07,700,Medea,Ville_5_Mede
3G,2017-04-01,700,Tipaza ,Ville_1_Tipa
